,Id,Review,Components,Delivery and Customer Support,Design and Aesthetics,Dimensions,Features,Functionality,Installation,Material,Price,Quality,Usability,Polarity,Words_in_Numbers
2967,2967,I love them!  They're beautiful!,0,0,1,0,0,0,0,0,0,0,0,1,"[3706, 4422]"
2968,2968,Cuts pipe smoothly!!!!!,0,0,0,0,0,1,0,0,0,0,0,1,"[1841, 5510]"
2969,2969,Sprinkler is a good sprinkler has good coverage and one can fo full coverage half or 1/4 turns coverage I use this sprinkler on some of my rental propertiesSee more,0,0,0,0,0,1,0,0,0,0,0,1,"[7250, 3981, 3, 3265, 7250, 3478, 3265, 1703, 278, 5122, 1059, 2997, 3113, 1703, 3416, 5167, 8134, 1703, 3706, 8330, 7856, 7250, 5118, 7105, 5083, 4851, 6223, 5824, 4788]"
2970,2970,"Very weak, lots of flexion. Clamp begins bending as you tighten it",0,0,0,0,0,0,0,0,0,1,0,0,"[8432, 4415, 5083, 1289, 651, 670, 409, 8870, 7902, 3996]"
2971,2971,Shipping box was ok but Bostitch box is ripped open with nails spilling out. Skeptical if these are actual Bostitch nails. Terrible.,0,1,0,0,0,0,0,0,0,0,0,0,"[6827, 844, 8541, 5106, 994, 812, 844, 3981, 6411, 5134, 8739, 4867, 7189, 6943, 3723, 7828, 376, 79, 812]"
2972,2972,This ceiling fan box is easy to install and is very solid once installed.,0,0,0,0,0,0,1,0,0,1,0,1,"[7856, 1152, 2757, 844, 3981, 2407, 7944, 3878, 278, 3981, 8432, 7095, 5121]"
2973,2973,Great tool set for PEX piping. Very easy to use and change heads. More tool for your money than you will find at a home improvement store.,0,0,0,0,0,0,0,0,1,0,1,1,"[3315, 7978, 6744, 3024, 5454, 8432, 2407, 7944, 8330, 278, 1192, 4788, 7978, 3024, 8874, 4768, 7786, 8870, 8703, 2856, 448, 3, 3611, 3767]"
2974,2974,"Returned because of minimal quality, and missing clamps.",1,0,0,0,0,0,0,0,0,1,0,0,"[6359, 626, 5083, 4685, 278, 4724]"
2975,2975,I have 6 of these. They work great,0,0,0,0,0,1,0,0,0,0,0,1,"[3706, 3488, 5083, 7831, 8776, 3315]"
2976,2976,I would recomenr this camera. The ease of installation and set up was easy. The quality of the Vidieo is very clear. I wish I bought a outdoor camera because I have it on a window sill pointing out to my driveway. But night is not good. The light on the camera itself reflecks back and so does a light in the room. So if you want to secure a outside area buy a outside camera to put outside.,0,0,0,0,0,0,1,0,0,1,0,1,"[3706, 8813, 6077, 7856, 7801, 2399, 5083, 3879, 278, 6744, 8290, 8541, 7801, 5930, 5083, 7801, 8448, 3981, 8432, 3706, 8736, 3706, 827, 3, 5208, 1046, 626, 3706, 3488, 3996, 5118, 3, 8714, 6899, 5611, 5204, 7944, 4851, 994, 4961, 3981, 4994, 7801, 4292, 5118, 7801, 1046, 4005, 6124, 520, 278, 7062, 2250, 3, 4292, 3773, 7801, 7062, 3723, 8870, 8522, 7944, 6659, 3, 5221, 377, 1005, 3, 5221, 1046, 7944, 5907]"
2977,2977,Perfect for those tight places where a larger model just won't fit.,0,0,0,1,0,0,0,0,0,0,0,1,"[5414, 3024, 7860, 7901, 5533, 8658, 3, 4191, 4743, 4081]"
2978,2978,Good quality and value.,0,0,0,0,0,0,0,0,1,1,0,1,"[3265, 5930, 278]"
2979,2979,Normally I would just use a saw but I had a water leak underground and didn't have enough room to get the saw in. This cut clean with minimal effort would recommend. Idk how it would stand up to commercial use.,0,0,0,0,0,1,0,0,0,1,0,1,"[4988, 3706, 8813, 4081, 8330, 3, 6560, 994, 3706, 3409, 3, 8566, 4232, 8201, 278, 3488, 2524, 6446, 7944, 3207, 7801, 6560, 7856, 1836, 1310, 8739, 4685, 2437, 8813, 3721, 3670, 3996, 8813, 7313, 8290, 7944, 1437]"
2980,2980,"I already owned a prior version of this device, which operates moderately well as a novelty (to see what wildife might come along) but is terrible as a security device. So when a special was offered on this newer version, I added it. Big mistake. The mottion detection worked one time and has since stopped. There does not appear to be any way to attempt to remotely correct this (although Amazon's help desk will surely ""understand your fristration and be assured we will fix this problem for you."") And between the time I purchased that first Blink Outdoor camera and this one, the entire system has gotten much worse. The lag time between when motion is detected (on the first camera) and it begins recording is 5+ seconds; the recording frequently cuts off prematurely; and the app is so painfully slow to respond that by the time it sends a notification that motion has been detected and finally displays a live image and gives you access to whatever video it may have recorded, it feels like burglars could carry a grand piano out of your house.",0,0,0,0,0,1,0,0,0,0,0,0,"[3706, 234, 5249, 3, 5769, 8426, 5083, 7856, 8663, 5143, 4748, 8628, 409, 3, 5012, 6665, 8646, 8701, 4662, 1425, 994, 3981, 7768, 409, 3, 6664, 7062, 8655, 3, 7161, 8541, 5089, 5118, 7856, 4946, 3706, 90, 696, 7801, 4809, 2077, 8780, 5122, 7918, 278, 3478, 6916, 7819, 2250, 4994, 336, 7944, 605, 313, 8583, 7944, 462, 7944, 6203, 1654, 7856, 3533, 2051, 8703, 7590, 8874, 3095, 278, 605, 442, 8587, 8703, 2900, 7856, 5777, 3024, 278, 686, 7801, 7918, 3706, 5893, 7796, 2888, 756, 5208, 1046, 278, 7856, 7801, 2538, 7648, 3478, 3276, 4833, 7801, 4173, 7918, 686, 8655, 4805, 3981, 2075, 7801, 2888, 278, 3996, 651, 6090, 3981, 7801, 6090, 3084, 1841, 5085, 278, 7801, 330, 3981, 7062, 5274, 7010, 7944, 6318, 7796, 1013, 7801, 7918, 3996, 6703, 3, 5007, 7796, 4805, 3478, 639, 2075, 278, 2855, 2209, 3, 4350, 3733, 278, 3227, 8870, 29, 7944, 8647, 8446, 3996, 4578, 3488, 3996, 2805, 4303, 973, 1677, 1110, 3, 3293, 5472, 5204, 5083, 8874]"
2981,2981,"I needed a nozzle but didn't want to spend a fortune. Many nozzles out there on the market are just ridiculously expensive. It does the job. It is hard to ""set"" the spray pattern you want. The little thing you use to lock in your pattern is very hard to turn and many times it comes undone. I would recommend this nozzle, just don't expect it to be the best nozzle you ever had. Like I mentioned earlier, it does the job, just not as easily as one would like. The price is about what I would pay for this type of nozzle.",0,0,0,0,0,0,0,0,0,1,1,0,"[3706, 4908, 3, 5022, 994, 8522, 7944, 7176, 3, 4532, 5023, 5204, 7819, 5118, 7801, 4539, 376, 4081, 6394, 3996, 2250, 7801, 3996, 3981, 3464, 7944, 7801, 7231, 5352, 8870, 7801, 4349, 7844, 8870, 8330, 7944, 4370, 3773, 8874, 5352, 3981, 8432, 3464, 7944, 8131, 278, 4532, 7924, 3996, 1427, 3706, 8813, 6078, 7856, 4081, 2668, 3996, 7944, 605, 7801, 682, 5022, 8870, 2595, 4303, 3706, 4623, 3996, 2250, 7801, 4081, 4994, 409, 2403, 409, 5122, 8813, 7801, 5752, 3981, 8, 8646, 3706, 8813, 5368, 3024, 7856, 8154, 5083]"
2982,2982,This screen works great for our old windows.,0,0,0,0,0,1,0,0,0,0,0,1,"[7856, 6606, 8790, 3315, 3024, 5201, 5109]"
2983,2983,"Exactly what I was looking for. Exactly what I needed.I just needed one area of my yard watered a few times a month, Was tired of moving a lawn sprinkler around.The Expert Gardener Heavy-Duty Polymer Impact Sprinkler was the perfect solution.You just stick it in the ground, and then adjust the spray to the width you want it,Takes maybe two or three times to get it exactly right, Then you never really need to bother with it again. Just turn those on when you want to water.Couldn't be happier. Works perfectly",0,0,0,0,1,1,0,0,0,0,0,1,"[2611, 8646, 3706, 8541, 4394, 2611, 8646, 3706, 4081, 4908, 5122, 377, 5083, 4851, 8850, 8567, 3, 2819, 7924, 3, 8541, 7935, 5083, 4824, 3, 4215, 7250, 2680, 3167, 5631, 3744, 7250, 8541, 7801, 5414, 4081, 7371, 3996, 3773, 7801, 278, 7816, 112, 7801, 7231, 7944, 7801, 8689, 8870, 8522, 4579, 8151, 5167, 7870, 7924, 7944, 3207, 3996, 2611, 7816, 8870, 4942, 6032, 4906, 7944, 815, 8739, 3996, 4081, 8131, 7860, 5118, 8655, 8870, 8522, 7944, 605, 8790, 5417]"
2984,2984,"I found the Phifer BetterVue Screen, Black color to be an exact match to the screen material I needed to replace on my windows. It almost seems to be transparent and was very easy to install. I would recommend this product.",0,0,1,0,0,0,1,0,0,1,0,1,"[3706, 3055, 7801, 5461, 685, 730, 1411, 7944, 605, 271, 2610, 4560, 7944, 7801, 6606, 4565, 3706, 4908, 7944, 6241, 5118, 4851, 3996, 229, 6678, 7944, 605, 8048, 278, 8541, 8432, 2407, 7944, 3706, 8813, 6078, 7856]"
2985,2985,"Sturdy, great price but with very high water pressure it leaked.   My residence has extreme water pressure which is not the norm.",0,0,0,0,0,0,0,0,1,1,0,0,"[3315, 5752, 994, 8739, 8432, 3562, 8566, 5737, 3996, 4851, 6300, 3478, 2704, 8566, 5737, 8663, 3981, 4994, 7801]"
2986,2986,it is easy to handle with one finger turning it slowly on,0,0,0,0,0,0,0,0,0,0,1,1,"[3996, 3981, 2407, 7944, 3440, 8739, 5122, 2863, 8133, 3996, 7014, 5118]"
2987,2987,"Works great for PTEG hard tubes for PC liquid cooling. With a little practice, the cuts are nice, straight & smooth. You might not even need to finish the ends, but probably should just to be safe. PSA: Home Depot DOES carry replacement blades, despite what one of the other reviewers said. The replacement blades can be found by searching any of the following:Model #:Â 17PL0101Store Sku #:Â 1003005274Internet Sku #:Â 304151656",0,0,0,0,0,1,0,0,0,0,0,1,"[8790, 3315, 3024, 5859, 3464, 8114, 3024, 5373, 4337, 8739, 3, 4349, 7801, 1841, 376, 7412, 8870, 4662, 4994, 2588, 4906, 7944, 2867, 7801, 994, 5776, 6853, 4081, 7944, 605, 3611, 2023, 2250, 1110, 6244, 2057, 8646, 5122, 5083, 7801, 5197, 6372, 7801, 6244, 734, 1059, 605, 3055, 1013, 6641, 313, 5083, 7801, 6959, 6959]"
2988,2988,"This item was the perfect size, with a bit leftover. It was easy to install with the tool provided.",0,0,0,1,0,0,1,0,0,0,0,1,"[7856, 3999, 8541, 7801, 5414, 8739, 3, 722, 3996, 8541, 2407, 7944, 3878, 8739, 7801, 7978]"
2989,2989,"Finally a hose sprayer that makes cleaning off the dirt on my Tahoe fast and efficient. I previously used a screw down sprayer that took many turns to turn on and off. I love the thumb push control on the Melnor MpactPRO Pulsating Nozzle sprayer for quickly turning it on and off. It is very comfortable to hold. The pray has a pulsating flat trajectory and there is a rotating nozzle head you can turn to adjust the orientation on how you want the water to come out. The water comes out hard and fast, so it is great for washing a car, boat, patio, sidewalks and driveways. If you are wanting to water plants, I would get a sprayer with a gently setting.",0,0,0,0,1,1,0,0,0,0,1,1,"[2855, 3, 3650, 7234, 7796, 4495, 1314, 5085, 7801, 2149, 5118, 4851, 7671, 2771, 278, 3706, 5750, 8334, 3, 6613, 2288, 7234, 7796, 7977, 4532, 8134, 7944, 8131, 5118, 278, 3706, 4422, 7801, 7889, 5902, 1609, 5118, 7801, 4611, 4831, 5876, 5022, 7234, 3024, 5944, 8133, 3996, 5118, 278, 3996, 3981, 8432, 1429, 7944, 7801, 5700, 3478, 3, 5876, 2923, 8038, 278, 7819, 3981, 3, 6458, 5022, 3501, 8870, 1059, 8131, 7944, 112, 7801, 5180, 5118, 3670, 8870, 8522, 7801, 8566, 7944, 1425, 7801, 8566, 1427, 5204, 3464, 278, 7062, 3996, 3981, 3315, 3024, 8548, 3, 6884, 278, 3723, 8870, 376, 8525, 7944, 8566, 3706, 8813, 3207, 3, 7234, 8739, 3, 3204]"
2990,2990,Excellent Idea very easy to use,0,0,0,0,0,0,0,0,0,0,1,1,"[2623, 3714, 8432, 2407, 7944, 8330]"
2991,2991,Extremely comfortable!!!,0,0,0,0,0,0,0,0,0,0,1,1,[2705]
2992,2992,"We purchased it for my in-laws. The height is perfect for aging people, that have a hard time getting up from a seated position.",0,0,0,1,0,0,0,0,0,0,0,1,"[8587, 5893, 3996, 3024, 4851, 7801, 3528, 3981, 5414, 3024, 171, 7796, 3488, 3, 3464, 7918, 3210, 8290, 3097, 3, 6647]"
2993,2993,"Great toilet, strong flush.",0,0,0,0,0,1,0,0,0,0,0,1,"[3315, 7459]"
2994,2994,"Excellent, did the job we needed it to do.",0,0,0,0,0,1,0,0,0,0,0,1,"[2115, 7801, 4049, 8587, 4908, 3996, 7944]"
2995,2995,"I'm doing new construction and these boxes provide a very solid mounting for a fan, but I'm also impressed with how well they would work with old work where you only have a hole in the ceiling to work with.",0,0,0,0,0,1,0,0,0,1,0,1,"[2258, 4943, 1572, 278, 7828, 847, 5848, 3, 8432, 7095, 4814, 3024, 3, 994, 236, 3760, 8739, 3670, 8628, 7831, 8813, 8776, 8739, 5109, 8776, 8658, 8870, 5130, 3488, 3, 3605, 3773, 7801, 1152, 7944, 8776]"
2996,2996,This screen is very thin and doesn't hold up well.,0,0,0,1,0,0,0,0,0,1,0,0,"[7856, 6606, 3981, 8432, 7842, 278, 3600, 8290]"
2997,2997,"So expensive for a product that cant hold up for one month, I purchased several and am extremely disappointed .",0,0,0,0,0,0,0,0,1,1,0,0,"[7062, 2674, 3024, 3, 5790, 7796, 1077, 3600, 8290, 3024, 5122, 3706, 5893, 6752, 278, 246, 2705, 2159]"
2998,2998,So I have this item for over 5 months now and the cut quality is horrible If I could send them back I would. I thought it was me at first but after several folks using them I see that it is the cutter. Unlike the other cutters this cutter squeezes the pex before it cuts leaving the pex crimped where you cut the tube .,0,0,0,0,0,1,0,0,0,0,0,0,"[7062, 3706, 3488, 7856, 3999, 3024, 5227, 4782, 5015, 278, 7801, 1836, 5930, 3981, 3644, 3723, 3706, 1677, 6701, 7809, 520, 3706, 3706, 7862, 3996, 8541, 4583, 448, 2888, 994, 159, 6752, 3008, 8351, 7809, 3706, 6665, 7796, 3996, 3981, 7801, 8241, 7801, 5197, 1843, 7856, 1842, 7279, 7801, 5454, 643, 3996, 1841, 4249, 7801, 5454, 1763, 8658, 8870, 1836, 7801, 8113]"
2999,2999,"Works well for what I wanted it to do ! Battery life is good picture are good , I am happy with my camera's",1,0,0,0,0,1,0,0,0,0,0,1,"[8790, 8628, 3024, 8646, 3706, 8523, 3996, 7944, 2245, 598, 4287, 3981, 3265, 5487, 376, 3265, 3706, 246, 3461, 8739, 4851]"
3000,3000,My favorite nozzle. Much easier to control than the traditional grip type. Best for watering plants.,0,0,0,0,0,0,0,0,0,0,1,1,"[4851, 2786, 4833, 2401, 7944, 1609, 7786, 7801, 8031, 3334, 682, 3024, 8569]"
3001,3001,Great sprinkler! Works perfectly.,0,0,0,0,0,1,0,0,0,0,0,1,"[3315, 8790]"
3002,3002,"Very easy to use straight out of the box. Perfect in every way. Recommended to calibrate it, with no instructions on how. Online instructions say to use a Go/No Go Guage, this tool does not come with one.Fortunately, I don't think they're necessary, I've fixed over 50% of the piping under my house to stellar results. After using this tool I will never touch copper again.",0,0,0,0,0,0,0,0,0,0,1,1,"[8432, 2407, 7944, 8330, 7412, 5204, 5083, 7801, 5414, 3773, 2596, 6081, 7944, 1030, 8739, 4972, 3900, 5118, 5129, 3900, 6565, 7944, 8330, 3, 3249, 7856, 7978, 2250, 4994, 1425, 8739, 3706, 7846, 2902, 5227, 5083, 7801, 5514, 8197, 4851, 3659, 7944, 7358, 159, 8351, 7856, 7978, 3706, 8703, 4942, 8003, 1640]"
3003,3003,solid and very stong,0,0,0,0,0,0,0,0,0,1,0,1,"[7095, 278, 8432, 7393]"
3004,3004,"I really like this wand. It appears to be well made from quality materials. The thumb action trigger works smoothly. The wand can extend from about 26"" to about 40"". This makes it easy to water deep flower beds or to wash larger vehicles like pick ups and SUVs. The nozzle has 10 different positions that twist and click into place. The hand grip is made from soft foam rubber for comfort. I will enjoy using this watering wand around the house. It is a real bargain!See more",0,0,0,0,0,1,0,1,0,1,0,1,"[3706, 6032, 4303, 7856, 3996, 339, 7944, 605, 8628, 4465, 3097, 5930, 7801, 7889, 67, 8079, 8790, 7801, 8519, 1059, 2692, 3097, 8, 7944, 8, 7856, 4495, 3996, 2407, 7944, 8566, 1932, 2973, 635, 5167, 7944, 8543, 4191, 8406, 4303, 5475, 8308, 278, 7801, 5022, 3478, 2126, 5664, 7796, 8147, 278, 1330, 3946, 7801, 3429, 3334, 3981, 4465, 3097, 7078, 2998, 6481, 3024, 3706, 8703, 2519, 8351, 7856, 8569, 8519, 393, 7801, 3996, 3981, 3, 6026, 4788]"
3005,3005,"The camera works fine. Ring's insistance that users must use two-factor authentication means I have to go through the 2-step process every time I switch from my IPHONE to my IPAD and makes the app unfriendly.Ring won't fix the issue. Update: Updating the app on both devices stopped having to log back in when switching between 2 devices, but the 2 factor authentication is still annoying. I asked Ring to give the user the ability to turn off 2FA, maybe they will be responsive to their users.",0,0,0,0,1,1,0,0,0,0,0,0,"[7801, 1046, 8790, 3870, 7796, 8345, 4848, 8330, 480, 4586, 3706, 3488, 7944, 3249, 7879, 7801, 5784, 2596, 7918, 3706, 7632, 3097, 4851, 3969, 7944, 4851, 3967, 278, 4495, 7801, 330, 2900, 7801, 8294, 7801, 330, 5118, 814, 2097, 7397, 3491, 7944, 4378, 520, 3773, 8655, 7635, 686, 994, 7801, 2730, 480, 3981, 7380, 3706, 414, 6401, 7944, 3225, 7801, 8343, 7801, 4, 7944, 8131, 5085, 4579, 7831, 8703, 605, 6323, 7944, 7806]"
3006,3006,I been expecting picture shots but it doesn't do it and this camera very slow unfortunately worth it one star I send it back in the next day,0,0,0,0,0,1,0,0,0,0,0,0,"[3706, 639, 2672, 5487, 6852, 994, 3996, 2245, 3996, 278, 7856, 1046, 8432, 7010, 8224, 8807, 3996, 5122, 7324, 3706, 6701, 3996, 520, 3773, 7801, 4950, 1885]"
3007,3007,"Awesome price, great quality",0,0,0,0,0,0,0,0,1,1,0,1,"[506, 3315, 5930]"
3008,3008,"GREAT RANGE, MANY SPRAY OPTIONS THAT COVER AREAS DIFFERENTLY, EXTREMELY USER FRIENDLY (e.g., SETTING PERIMTER BOUNDARIES)",0,0,0,0,1,1,0,0,0,0,1,1,"[3315, 4532, 7231, 5164, 7796, 1702, 378, 2705, 8343, 3091, 6747, 5430]"
3009,3009,Did the job and no leaks. However when I had to remove a clamp it does not cit the clamp even on the number two setting. I found it best to set it on 2 to close the clamp. Ok for a few jobs but not easy to handle. I would recommend making the racket with a magnet where you clamp. Other wise you have to open the tool all the way (need both hands) and line the clamp with the hole in which can be a pain at times.,0,0,0,0,0,1,0,0,0,0,1,0,"[2115, 7801, 4049, 278, 4972, 3671, 8655, 3706, 3409, 7944, 6206, 3, 1289, 3996, 2250, 4994, 1278, 7801, 1289, 2588, 5118, 7801, 5031, 8151, 3706, 3055, 3996, 682, 7944, 6744, 3996, 5118, 7944, 1353, 7801, 5106, 3024, 3, 2819, 4051, 994, 4994, 2407, 7944, 3706, 8813, 6078, 4496, 7801, 5964, 8739, 3, 4468, 8658, 8870, 5197, 8734, 8870, 3488, 7944, 5134, 7801, 7978, 213, 7801, 8583, 814, 278, 4325, 7801, 1289, 8739, 7801, 3605, 3773, 8663, 1059, 605, 3, 5272, 448]"
3010,3010,So far it works great after using for a few days now.,0,0,0,0,0,1,0,0,0,0,0,1,"[7062, 2762, 3996, 8790, 3315, 159, 8351, 3024, 3, 2819, 1887]"
3011,3011,This toilet stays clogged more than you can use it I've had it for a year now and regret it didn't think much of it seen one two weeks after I bought this one sitting in the alley now I know why it clogs every time you expect it to not to clog and at the worst of times it acts like it's got some kind of valve mechanism built into it The worstest thing is you cannot find a plunger that fits it to plunge it very much do not recommend very displeased with it Also has a problem with allergy buildup,0,0,0,0,0,1,0,0,0,1,0,0,"[7856, 7957, 7347, 1350, 4788, 7786, 8870, 1059, 8330, 3996, 3409, 3996, 3024, 3, 8857, 5015, 278, 6142, 3996, 7846, 4833, 5083, 3996, 6679, 5122, 8151, 8613, 159, 3706, 827, 7856, 5122, 6931, 3773, 7801, 217, 5015, 3706, 4141, 8679, 3996, 1352, 2596, 7918, 8870, 2668, 3996, 7944, 4994, 7944, 1349, 278, 448, 7801, 8805, 5083, 7924, 3996, 78, 4303, 3274, 7105, 4113, 5083, 8379, 4599, 950, 3946, 3996, 7801, 8806, 7844, 3981, 8870, 1074, 2856, 3, 5597, 7796, 2895, 3996, 7944, 5596, 3996, 8432, 4833, 2245, 4994, 6078, 8432, 2210, 8739, 3996, 236, 3478, 3, 5777, 8739, 215, 949]"
3012,3012,"the problem with this you can not control/limit the movement , you can shift it but you wont be able to narrow it.",0,0,0,0,0,1,0,0,0,0,0,0,"[7801, 5777, 8739, 7856, 8870, 1059, 4994, 7801, 4820, 8870, 1059, 6809, 3996, 994, 8870, 8763, 605, 6, 7944, 4876]"
3013,3013,"The cushions are beautiful. There  is no styrofoam , only batting padding the cushion so you sink, instead of feeling well padded and having some support under you..",0,0,1,0,0,0,0,0,0,0,0,1,"[7801, 1822, 376, 7819, 3981, 4972, 7494, 5130, 599, 5266, 7801, 1820, 7062, 8870, 3894, 5083, 2803, 8628, 5265, 278, 3491, 7105, 7582, 8197]"
3014,3014,Easy to install. But size is just not fit my window.,0,0,0,1,0,0,1,0,0,0,0,0,"[2407, 7944, 994, 6938, 3981, 4081, 4994, 2894, 4851]"
3015,3015,Manufacturer could improve these by demurring edges so you are not cutting hands/fingers while pulling wire.,0,0,1,0,0,0,0,0,0,0,0,0,"[4527, 1677, 3765, 7828, 1013, 1995, 2425, 7062, 8870, 376, 4994, 1844, 8665, 5872]"
3016,3016,Great design and well built - solid choice :-),0,0,1,0,0,0,0,0,0,1,0,1,"[3315, 2043, 278, 8628, 950, 7095, 1252]"
3017,3017,"My wife and I purchased a 48"" x 25' roll of Clear Advantage to replace four large 60 year old sun room screens.  After a couple of hours of work (we are new at this) we held up our finished screens to the light only to discover that there were noticeable and very definitive light and dark bands of various widths running horizontally through each of the screens.  There were even small areas of uncoated (bare) fiberglass.  What a colossal waste of time and money on a product that was supposed to be premium.  This engineer knows that given the real time quality control instrumentation that is used by all modern manufacturers there is simply no reason for a bad lot such as this to make it to market.  We could not be more disappointed.",0,0,1,0,0,0,0,0,0,0,0,0,"[4851, 8693, 278, 3706, 5893, 3, 8843, 6436, 5083, 1321, 131, 7944, 6241, 3060, 4190, 8857, 5109, 7556, 6446, 159, 3, 1688, 5083, 3658, 5083, 8776, 376, 4943, 448, 8587, 3530, 8290, 5201, 2868, 6611, 7944, 7801, 4292, 5130, 7944, 2183, 7796, 7819, 8639, 5003, 278, 8432, 1959, 4292, 278, 1870, 553, 5083, 8393, 8690, 6497, 3641, 7879, 2391, 5083, 7801, 7819, 8639, 2588, 7017, 378, 5083, 8191, 8646, 3, 1415, 8556, 5083, 7918, 278, 4768, 5118, 3, 5790, 7796, 8541, 7587, 7944, 605, 7856, 2512, 4146, 7796, 3226, 7801, 6026, 7918, 5930, 1609, 3902, 7796, 3981, 8334, 1013, 213, 4749, 4528, 7819, 3981, 6915, 4972, 6037, 3024, 3, 537, 4414, 7520, 409, 7856, 7944, 4494, 3996, 7944, 8587, 1677, 4994, 605, 4788]"
3018,3018,Excellent delivery. Working well in my air gun,0,1,0,0,0,1,0,0,0,0,0,1,"[2623, 8783, 8628, 3773, 4851, 180, 3388]"
3019,3019,it was leaking from different places where orange and gray connectors are...very poor qualityLikesDesignEase of useDislikesConstructionQualityValue for moneySee more,0,0,0,0,0,0,0,0,0,1,1,0,"[3996, 8541, 4235, 3097, 2126, 5533, 8658, 5168, 278, 3312, 1549, 5643, 5932, 5083, 8336, 3024, 4771, 4788]"
3020,3020,"I love these cameras, I have four in my home. The sight is clear, night vision is great, motion detection has different settings and it works great.",0,0,0,0,1,1,0,0,0,1,0,1,"[3706, 4422, 7828, 3706, 3488, 3060, 3773, 4851, 7801, 6889, 3981, 4961, 8470, 3981, 4805, 2077, 3478, 2126, 6748, 278, 3996, 8790]"
3021,3021,Doesn't stay an honored and rotates too fas.,0,0,0,0,0,1,0,0,0,0,0,0,"[7344, 271, 3625, 278, 6457, 7976]"
3022,3022,"My first 3700 series clamp was a gift 47 years ago.  My wife bought me the first one.  I work alone in my ""garage shop"" and these are the extra ""hands"" that I need.  I rated a 4 Star instead of a 5 because....one of the clamps (I bought 4 on sale from Lowe's in a package that was ""sealed"" and I could not check the product for fit and feel) one clamp had been misaligned when drilled for the threaded portion of the clamp.  When tightened the two clamping pads barely would mate themselves, was really crooked.  I have always been confident in Jorgensen products and have been a loyal customer since my wife bought me the first clamp as a birthday gift.  Her grandfather used Jorgensen products and she remembered them from her childhood.  I will continue to use Jorgensen products.  They are great!",0,0,1,0,0,0,0,0,0,1,0,0,"[4851, 2888, 6728, 1289, 8541, 3, 3214, 8859, 4851, 8693, 827, 4583, 7801, 2888, 3706, 8776, 231, 3773, 4851, 278, 7828, 376, 7801, 2703, 7796, 3706, 3706, 6004, 3, 7324, 3894, 5083, 3, 5083, 7801, 1293, 827, 5118, 6525, 3097, 3773, 3, 5256, 7796, 8541, 278, 3706, 1677, 4994, 1220, 7801, 5790, 3024, 2894, 278, 5122, 1289, 3409, 639, 4703, 8655, 2329, 3024, 7801, 7867, 5658, 5083, 7801, 8655, 7903, 7801, 8151, 1292, 5268, 567, 8813, 4564, 8541, 6032, 3706, 3488, 245, 639, 1527, 3773, 4067, 5793, 278, 3488, 639, 3, 4438, 1830, 6916, 4851, 8693, 827, 4583, 7801, 2888, 1289, 409, 3, 719, 3541, 3295, 8334, 4067, 5793, 278, 6791, 6193, 7809, 3097, 3541, 3706, 8703, 1594, 7944, 8330, 4067, 7831, 376]"
3023,3023,The coil is installed directly into the nail gun and works perfectly.,0,0,0,0,0,1,0,0,0,0,0,1,"[7801, 1387, 3981, 3882, 2148, 3946, 7801, 4859, 3388, 278, 8790]"
3024,3024,They work well. They do not jam up.,0,0,0,0,0,1,0,0,0,0,0,1,"[7831, 8776, 7831, 2245, 4994, 4022]"
3025,3025,"I thought I really only needed a light duty vise.  ""How different can they be?""  I primarily use it for working on bikes.  Occasionally a pipe or metal or wood or something for the house.  For bikes, you have to do a lot of twisting off stuck things.  I cannot clamp down the swivel base hard enough to twist anything with any kind of force.  I also think the base mount footings stick out beyond the edge of the rear jaw, so if you're brave enough to mount it that close to the edge of your bench to have a clear shot straight down, you'll still have the points of the 2 cleats in the way.  And agree with the slop/play in the action everyone else commented on.  Shopping for a better vise now.  I'll keep this one though, on an old bench for small objects needing light duty... it still ""like new"" a few years old.Advice to you:  Are you sure you don't want something better?  One good vice is cheaper than this vise, plus a better vise later on.",0,0,1,0,0,0,0,0,0,0,1,0,"[3706, 7862, 3706, 6032, 5130, 4908, 3, 4292, 2381, 2126, 1059, 7831, 3706, 5762, 8330, 3996, 3024, 8783, 5118, 5062, 3, 5510, 5167, 4640, 5167, 8764, 5167, 7109, 3024, 7801, 3024, 8870, 3488, 7944, 2245, 3, 4414, 5083, 8149, 5085, 7473, 3706, 1074, 1289, 2288, 7801, 7636, 576, 3464, 2524, 7944, 8147, 318, 8739, 313, 4113, 5083, 3706, 236, 7846, 7801, 576, 4811, 3022, 7371, 5204, 690, 7801, 2424, 5083, 7801, 6034, 7062, 3723, 873, 2524, 7944, 4811, 3996, 7796, 1353, 7944, 7801, 2424, 5083, 8874, 667, 7944, 3488, 3, 1321, 6851, 7412, 7380, 3488, 7801, 5613, 5083, 7801, 1328, 3773, 7801, 278, 173, 8739, 7801, 3773, 7801, 67, 2599, 2472, 1435, 6841, 3024, 3, 684, 8464, 4087, 7856, 5122, 5118, 271, 5109, 667, 3024, 7017, 5046, 4909, 4292, 3996, 7380, 3, 2819, 8859, 7944, 376, 8870, 7589, 8870, 8522, 7109, 5122, 3265, 8442, 3981, 1215, 7786, 7856, 5599, 3, 684, 8464, 4203]"
